transaction_id,date,store_id,article_id,quantity,selling_price,currency,discount_pct,customer_id,weather_condition
TXN-109530,2024-03-10,S-004,ART-00037,1,303.18,TRY,0.0,CUST-000637,Humid
TXN-114876,2024-03-16,S-004,ART-00025,1,3234.37,TRY,7.1,NULL,Cloudy
TXN-112736,2024-03-14,S-002,ART-00013,1,511.66,TRY,0.0,CUST-000589,Rainy
TXN-106320,2024-03-07,S-004,ART-00020,1,2512.02,TRY,0.0,CUST-000020,Rainy
TXN-112190,2024-03-13,S-005,ART-00004,3,687.36,TRY,0.0,CUST-000922,Humid
TXN-107725,2024-03-09,S-002,ART-00005,3,532.95,TRY,10.3,CUST-000804,Sunny
TXN-113012,2024-03-14,S-004,ART-00013,1,517.39,TRY,0.0,CUST-001265,Hot
TXN-102580,2024-03-03,S-004,ART-00020,1,2765.57,TRY,0.0,CUST-000645,Cold
TXN-110091,2024-03-11,S-002,ART-00017,4,367.1,TRY,29.4,CUST-001084,Rainy
TXN-108451,2024-03-09,S-005,ART-00036,5,64.95,TRY,0.0,CUST-001274,Hot
TXN-127747,2024-03-30,S-005,ART-00003,2,316.78,TRY,0.0,,Hot
TXN-113109,2024-03-14,S-005,ART-00009,2,256.84,TRY,11.0,CUST-000404,Rainy
TXN-111542,2024-03-13,S-001,ART-00035,3,664.32,TRY,0.0,CUST-000163,Cold
TXN-123507,2024-03-26,S-001,ART-00005,1,506.98,TRY,0.0,CUST-000157,Cloudy
TXN-101484,2024-03-02,S-004,ART-00013,3,499.52,TRY,0.0,CUST-000373,Humid
TXN-105139,2024-03-06,S-002,ART-00127,2,666.4,TRY,13.1,CUST-000379,Rainy
TXN-121497,2024-03-24,S-001,ART-00033,4,354.96,TRY,14.6,CUST-000011,Cloudy
TXN-123870,2024-03-26,S-003,ART-00064,4,17732.0,KRS,0.0,CUST-000044,Rainy
TXN-107892,2024-03-09,S-003,ART-00084,1,181010.0,KRS,0.0,CUST-000073,Hot
TXN-102533,2024-03-03,S-004,ART-00021,2,6967.74,TRY,0.0,CUST-000169,Cold
TXN-112959,2024-03-14,S-004,ART-00013,2,510.09,TRY,6.9,CUST-000626,Cold
TXN-107199,2024-03-08,S-004,ART-00016,2,302.71,TRY,0.0,CUST-000407,Rainy
TXN-111161,2024-03-12,S-004,ART-00029,3,605.1,TRY,0.0,CUST-000623,Hot
TXN-124340,2024-03-27,S-001,ART-00008,1,329.31,TRY,0.0,CUST-000613,Humid
TXN-124629,2024-03-27,S-003,ART-00006,1,31955.0,KRS,0.0,CUST-001381,Sunny
TXN-116063,2024-03-17,S-004,ART-00011,3,251.96,TRY,10.2,NA,Cold
TXN-111861,2024-03-13,S-003,ART-00115,1,51215.0,KRS,0.0,CUST-000469,Hot
TXN-121479,2024-03-24,S-001,ART-00182,2,418.19,TRY,9.7,NULL,Hot
TXN-119445,2024-03-21,S-004,ART-00023,2,367.11,TRY,0.0,NA,Cloudy
TXN-114484,2024-03-16,S-003,ART-00026,1,80963.0,KRS,0.0,CUST-000949,Sunny
TXN-105577,2024-03-06,S-005,ART-00026,2,831.78,TRY,0.0,CUST-001211,Rainy
TXN-126157,2024-03-29,S-003,ART-00003,2,32160.0,KRS,0.0,CUST-000730,Humid
TXN-120039,2024-03-22,S-002,ART-00022,4,513.8,TRY,27.4,CUST-000953,Sunny
TXN-121502,2024-03-24,S-001,ART-00030,1,2966.8,TRY,38.4,NULL,Cold
TXN-118047,2024-03-19,S-005,ART-00150,1,123.67,TRY,0.0,CUST-000247,Hot
TXN-100398,2024-03-01,S-003,ART-00011,1,24453.0,KRS,0.0,CUST-001351,Cloudy
TXN-101739,2024-03-02,S-004,ART-00026,2,818.76,TRY,0.0,CUST-001197,Rainy
TXN-114855,2024-03-16,S-004,ART-00015,4,480.61,TRY,0.0,CUST-000848,Humid
TXN-112897,2024-03-14,S-003,ART-00018,1,37168.0,KRS,5.5,CUST-000394,Humid
TXN-113996,2024-03-15,S-005,ART-00014,2,526.78,TRY,0.0,CUST-001343,Sunny
TXN-125244,2024-03-28,S-002,ART-00042,2,145.52,TRY,0.0,N/A,Sunny
TXN-119697,2024-03-22,S-001,ART-00109,4,1419.14,TRY,11.3,CUST-000019,Rainy
TXN-114286,2024-03-16,S-002,ART-00016,2,298.34,TRY,0.0,CUST-000319,Sunny
TXN-110092,2024-03-11,S-002,ART-00008,1,329.9,TRY,0.0,NA,Humid
TXN-118271,2024-03-20,S-001,ART-00016,1,316.48,TRY,24.2,CUST-000501,Hot
TXN-104795,2024-03-06,S-001,ART-00007,1,699.08,TRY,0.0,CUST-000563,Humid
TXN-122699,2024-03-25,S-001,ART-00036,1,64.38,TRY,0.0,CUST-001104,Cold
TXN-125199,2024-03-28,S-002,ART-00029,2,601.98,TRY,0.0,CUST-000269,Rainy
TXN-113244,2024-03-15,S-001,ART-00023,3,349.75,TRY,0.0,CUST-001455,Cold
TXN-120312,2024-03-22,S-004,ART-00137,1,4412.96,TRY,0.0,CUST-000643,Hot
TXN-122937,2024-03-25,S-002,ART-00031,1,926.15,TRY,0.0,CUST-001149,Humid
TXN-125677,2024-03-29,S-001,ART-00012,3,133.92,TRY,0.0,CUST-000694,Rainy
TXN-124345,2024-03-27,S-001,ART-00099,1,151.16,TRY,0.0,CUST-000736,Cloudy
TXN-126408,2024-03-29,S-004,ART-00032,2,475.87,TRY,20.4,CUST-000219,Cold
TXN-113731,2024-03-15,S-004,ART-00036,2,68.24,TRY,0.0,CUST-001315,Humid
TXN-125073,2024-03-28,S-001,ART-00008,2,328.12,TRY,0.0,CUST-000435,Hot
TXN-104094,2024-03-05,S-001,ART-00008,3,341.68,TRY,0.0,CUST-000001,Cold
TXN-111353,2024-03-12,S-005,ART-00030,2,3002.94,TRY,0.0,CUST-001321,Rainy
TXN-102464,2024-03-03,S-003,ART-00058,1,41990.0,KRS,24.8,CUST-000213,Cloudy
TXN-114614,2024-03-16,S-004,ART-00022,2,521.34,TRY,0.0,CUST-000698,Hot
TXN-114304,2024-03-16,S-002,ART-00016,1,324.69,TRY,0.0,CUST-001275,Rainy
TXN-100097,2024-03-01,S-001,ART-00030,2,3000.12,TRY,0.0,CUST-001382,Humid
TXN-119001,21-03-2024,S-001,ART-00021,1,6910.42,TRY,0.0,CUST-000525,Sunny
TXN-121476,2024-03-24,S-001,ART-00033,4,369.72,TRY,22.6,CUST-000872,Humid
TXN-110464,2024-03-11,S-004,ART-00048,4,4877.4,TRY,0.0,CUST-000069,Cloudy
TXN-104470,2024-03-05,S-003,ART-00029,1,56770.0,KRS,27.9,CUST-000272,Humid
TXN-122887,2024-03-25,S-002,ART-00027,5,1319.57,TRY,0.0,CUST-000478,Cold
TXN-106436,2024-03-07,S-005,ART-00025,2,3418.13,TRY,0.0,CUST-000279,Cloudy
TXN-106135,2024-03-07,S-003,ART-00149,1,27202.0,KRS,0.0,CUST-000815,Cloudy
TXN-118656,2024-03-20,S-004,ART-00034,1,379.15,TRY,0.0,NULL,Cloudy
TXN-110320,2024-03-11,S-004,ART-00005,1,537.15,TRY,0.0,CUST-000825,Hot
TXN-119483,2024-03-21,S-004,ART-00015,3,489.92,TRY,0.0,CUST-001240,Hot
TXN-125225,2024-03-28,S-002,ART-00011,2,248.78,TRY,0.0,CUST-000266,Rainy
TXN-106435,2024-03-07,S-005,ART-00013,1,509.44,TRY,0.0,CUST-001092,Hot
TXN-107338,2024-03-08,S-005,ART-00028,1,100.17,TRY,12.0,CUST-000667,Rainy
TXN-123418,2024-03-25,S-005,ART-00094,3,217.14,TRY,0.0,CUST-000800,Sunny
TXN-125694,2024-03-29,S-001,ART-00124,1,561.18,TRY,0.0,CUST-000428,Sunny
TXN-113176,2024-03-14,S-005,ART-00031,1,860.86,TRY,0.0,CUST-000888,Sunny
TXN-128523,2024-03-31,S-005,ART-00074,1,820.57,TRY,0.0,CUST-000684,Cloudy
TXN-114583,2024-03-16,S-003,ART-00038,1,112250.0,KRS,0.0,CUST-000862,Hot
TXN-124282,2024-03-27,S-001,ART-00154,1,2314.82,TRY,0.0,CUST-001287,Hot
TXN-114742,2024-03-16,S-004,ART-00012,1,136.66,TRY,0.0,CUST-001491,Sunny
TXN-128626,2024-03-31,S-005,ART-00013,1,535.43,TRY,10.3,CUST-001180,Sunny
TXN-115615,2024-03-17,S-002,ART-00032,1,492.54,TRY,0.0,CUST-001331,Hot
TXN-113414,2024-03-15,S-002,ART-00032,5,454.62,TRY,0.0,CUST-001024,Cold
TXN-100463,2024-03-01,S-004,ART-00150,-1,133.37,TRY,0.0,CUST-001402,Cloudy
TXN-108576,2024-03-10,S-001,ART-00002,3,313.5,TRY,0.0,CUST-001156,Rainy
TXN-102508,2024-03-03,S-004,ART-00192,3,5187.21,TRY,0.0,CUST-000992,Hot
TXN-125783,2024-03-29,S-001,ART-00163,1,537.66,TRY,0.0,CUST-000339,Humid
TXN-114990,2024-03-16,S-005,ART-00191,1,238.56,TRY,0.0,CUST-000821,Rainy
TXN-127244,2024-03-30,S-003,ART-00010,2,31866.0,KRS,0.0,,Rainy
TXN-114851,2024-03-16,S-004,ART-00004,2,688.79,TRY,0.0,CUST-000756,Cold
TXN-109071,2024-03-10,S-003,ART-00034,5,37408.0,KRS,0.0,CUST-000581,Rainy
TXN-111394,2024-03-12,S-005,ART-00032,2,466.88,TRY,0.0,CUST-000962,Humid
TXN-115263,2024-03-17,S-001,ART-00013,1,507.93,TRY,0.0,,Rainy
TXN-126954,2024-03-30,S-002,ART-00032,1,456.32,TRY,36.7,CUST-001485,Sunny
TXN-102458,2024-03-03,S-003,ART-00150,1,12569.0,KRS,13.8,CUST-001218,Hot
TXN-118934,2024-03-21,S-001,ART-00120,1,611.93,TRY,20.4,CUST-000675,Cloudy
TXN-112679,2024-03-14,S-002,ART-00013,2,513.52,TRY,0.0,N/A,Humid
TXN-116542,2024-03-18,S-002,ART-00006,1,329.53,TRY,29.6,CUST-001407,Hot
TXN-107318,2024-03-08,S-005,ART-00029,2,614.62,TRY,7.8,CUST-000300,Hot
TXN-126704,2024-03-30,S-001,ART-00019,1,447.68,TRY,9.5,CUST-000027,Humid
TXN-127308,2024-03-30,S-004,ART-00009,5,261.08,TRY,9.0,CUST-000394,Rainy
TXN-112965,2024-03-14,S-004,ART-00018,1,387.57,TRY,0.0,,Rainy
TXN-110915,2024-03-12,S-002,ART-00026,1,843.59,TRY,0.0,CUST-000874,Cloudy
TXN-116883,2024-03-18,S-004,ART-00105,1,243.44,TRY,0.0,CUST-000673,Cloudy
TXN-118421,20-03-2024,S-002,ART-00039,2,759.48,TRY,0.0,CUST-000180,Hot
TXN-127174,2024-03-30,S-003,ART-00012,1,14346.0,KRS,0.0,CUST-000100,Cloudy
TXN-111571,2024-03-13,S-001,ART-00025,1,3485.43,TRY,0.0,CUST-000796,Cloudy
TXN-119633,2024-03-22,S-001,ART-00118,1,194.72,TRY,0.0,CUST-000154,Cloudy
TXN-109987,2024-03-11,S-002,ART-00144,3,2129.7,TRY,0.0,CUST-000473,Sunny
TXN-106553,2024-03-08,S-001,ART-00020,2,2665.54,TRY,0.0,CUST-000151,Humid
TXN-102044,2024-03-03,S-001,ART-00020,4,2585.36,TRY,0.0,CUST-000815,Humid
TXN-105394,2024-03-06,S-004,ART-00036,2,64.39,TRY,0.0,CUST-000162,Cloudy
TXN-119931,2024-03-22,S-002,ART-00008,1,326.93,TRY,9.3,CUST-000555,Humid
TXN-117660,2024-03-19,S-003,ART-00023,1,36945.0,KRS,0.0,CUST-000208,Cold
TXN-116917,2024-03-18,S-004,ART-00056,4,225.25,TRY,0.0,CUST-000597,Rainy
TXN-123273,2024-03-25,S-004,ART-00135,2,5342.85,TRY,12.8,CUST-001229,Hot
TXN-104187,2024-03-05,S-002,ART-00008,1,319.61,TRY,0.0,CUST-000522,Cloudy
TXN-107526,2024-03-09,S-002,ART-00200,2,529.96,TRY,0.0,CUST-000198,Sunny
TXN-115595,2024-03-17,S-002,ART-00042,2,149.47,TRY,12.7,CUST-000701,Cold
TXN-104439,05-03-2024,S-003,ART-00001,2,474406.0,KRS,7.2,CUST-000376,Rainy
TXN-114993,2024-03-16,S-005,ART-00175,1,284.9,TRY,0.0,CUST-000161,Sunny
TXN-125114,2024-03-28,S-002,ART-00034,5,358.24,TRY,0.0,CUST-000087,Hot
TXN-114265,2024-03-16,S-002,ART-00032,3,452.95,TRY,0.0,CUST-000659,Sunny
TXN-111243,2024-03-12,S-004,ART-00020,1,2518.01,TRY,0.0,CUST-001250,Hot
TXN-118365,2024-03-20,S-002,ART-00034,3,359.04,TRY,0.0,CUST-000854,Sunny
TXN-112555,2024-03-14,S-002,ART-00031,2,897.86,TRY,0.0,CUST-000346,Rainy
TXN-110399,2024-03-11,S-004,ART-00092,1,1918.08,TRY,0.0,CUST-000453,Rainy
TXN-102768,2024-03-03,S-004,ART-00039,2,760.62,TRY,9.9,CUST-000666,Cloudy
TXN-125604,2024-03-28,S-005,ART-00012,1,135.51,TRY,8.3,CUST-000989,Sunny
TXN-103972,2024-03-04,S-005,ART-00005,3,523.93,TRY,0.0,N/A,Hot
TXN-112141,2024-03-13,S-004,ART-00017,2,372.4,TRY,0.0,CUST-000610,Cloudy
TXN-115538,2024-03-17,S-002,ART-00028,1,100.98,TRY,0.0,CUST-000257,Sunny
TXN-112877,2024-03-14,S-003,ART-00004,2,66052.0,KRS,0.0,CUST-000926,Cloudy
TXN-111969,2024-03-13,S-004,ART-00050,-4,58.35,TRY,7.8,CUST-001166,Cloudy
TXN-106886,2024-03-08,S-003,ART-00040,1,518307.0,KRS,0.0,CUST-000226,Humid
TXN-109998,2024-03-11,S-002,ART-00005,1,498.45,TRY,39.7,CUST-000826,Sunny
TXN-120483,2024-03-22,S-005,ART-00009,2,254.48,TRY,5.5,CUST-001202,Sunny
TXN-118868,2024-03-20,S-005,ART-00014,2,553.2,TRY,0.0,CUST-001068,Hot
TXN-116025,2024-03-17,S-004,ART-00021,4,7072.28,TRY,0.0,CUST-001225,Cloudy
TXN-105686,2024-03-07,S-001,ART-00027,5,1343.41,TRY,0.0,CUST-000561,Cloudy
TXN-126452,2024-03-29,S-004,ART-00023,1,352.44,TRY,0.0,CUST-000540,Rainy
TXN-120525,2024-03-22,S-005,ART-00008,1,345.4,TRY,0.0,CUST-000871,Sunny
TXN-106326,2024-03-07,S-004,ART-00026,2,775.72,TRY,0.0,CUST-000714,Sunny
TXN-101570,2024-03-02,S-004,ART-00173,1,1021.78,TRY,0.0,,Cold
TXN-127922,2024-03-31,S-002,ART-00032,1,480.14,TRY,0.0,CUST-001430,Hot
TXN-110192,2024-03-11,S-003,ART-00019,1,42994.0,KRS,5.5,CUST-001488,Humid
TXN-105069,2024-03-06,S-002,ART-00022,1,522.29,TRY,14.2,CUST-000903,Cloudy
TXN-109117,2024-03-10,S-003,ART-00009,3,25713.0,KRS,0.0,CUST-001351,Rainy
TXN-121708,2024-03-24,S-002,ART-00142,3,2704.13,TRY,22.4,CUST-001450,Hot
TXN-127313,2024-03-30,S-004,ART-00025,2,3425.8,TRY,0.0,CUST-000119,Sunny
TXN-114534,2024-03-16,S-003,ART-00022,2,54814.0,KRS,0.0,CUST-001045,Humid
TXN-114002,2024-03-15,S-005,ART-00009,1,249.61,TRY,0.0,CUST-001467,Cloudy
TXN-100251,2024-03-01,S-002,ART-00010,4,315.38,TRY,33.1,CUST-001320,Rainy
TXN-100867,02-03-2024,S-001,ART-00175,1,300.57,TRY,0.0,CUST-000566,Cold
TXN-123628,2024-03-26,S-002,ART-00019,3,435.62,TRY,0.0,CUST-000410,Hot
TXN-108283,2024-03-09,S-004,ART-00025,1,3265.89,TRY,0.0,CUST-000189,Rainy
TXN-126352,2024-03-29,S-004,ART-00029,1,582.3,TRY,0.0,CUST-000882,Hot
TXN-116996,2024-03-18,S-004,ART-00011,1,243.22,TRY,0.0,CUST-001242,Cloudy
TXN-110578,2024-03-11,S-005,ART-00074,1,804.72,TRY,0.0,CUST-000123,Sunny
TXN-102798,03-03-2024,S-004,ART-00032,5,479.98,TRY,14.7,CUST-001491,Hot
TXN-111918,2024-03-13,S-003,ART-00029,2,59523.0,KRS,0.0,CUST-000435,Sunny
TXN-116597,2024-03-18,S-002,ART-00040,4,5035.2,TRY,0.0,CUST-001159,Cloudy
TXN-106479,2024-03-07,S-005,ART-00129,1,414.88,TRY,0.0,CUST-000385,Cold
TXN-103994,04-03-2024,S-005,ART-00037,3,325.26,TRY,0.0,CUST-001244,Humid
TXN-118732,2024-03-20,S-004,ART-00012,1,132.8,TRY,0.0,CUST-001358,Hot
TXN-127460,2024-03-30,S-004,ART-00028,3,100.42,TRY,0.0,CUST-001448,Hot
TXN-104868,2024-03-06,S-001,ART-00120,1,658.59,TRY,7.2,CUST-000428,Cold
TXN-115383,2024-03-17,S-002,ART-00015,5,469.55,TRY,36.3,CUST-001124,Cold
TXN-107668,2024-03-09,S-002,ART-00018,2,374.4,TRY,13.0,CUST-001126,Rainy
TXN-127186,30-03-2024,S-003,ART-00027,1,130430.0,KRS,0.0,CUST-001197,Rainy
TXN-111791,2024-03-13,S-003,ART-00001,-2,472747.0,KRS,0.0,CUST-000273,Hot
TXN-109571,2024-03-10,S-005,ART-00127,-1,666.97,TRY,0.0,NA,Sunny
TXN-128260,2024-03-31,S-004,ART-00023,3,351.64,TRY,5.8,NA,Cloudy
TXN-124886,2024-03-27,S-005,ART-00165,2,88.63,TRY,32.9,CUST-000592,Sunny
TXN-112629,2024-03-14,S-002,ART-00011,-5,242.54,TRY,0.0,NA,Hot
TXN-109376,2024-03-10,S-004,ART-00037,1,321.26,TRY,11.3,CUST-000496,Sunny
TXN-110644,2024-03-12,S-001,ART-00035,2,711.03,TRY,0.0,CUST-000006,Humid
TXN-106527,2024-03-08,S-001,ART-00143,4,536.55,TRY,0.0,N/A,Rainy
TXN-122864,2024-03-25,S-002,ART-00029,2,605.67,TRY,12.5,CUST-000889,Sunny
TXN-122969,2024-03-25,S-002,ART-00053,3,2000.65,TRY,6.6,CUST-001276,Rainy
TXN-111770,2024-03-13,S-002,ART-00128,5,345.51,TRY,0.0,CUST-000474,Cloudy
TXN-114222,2024-03-16,S-001,ART-00022,1,520.91,TRY,0.0,CUST-001120,Humid
TXN-109622,2024-03-10,S-005,ART-00029,5,570.12,TRY,0.0,CUST-000989,Rainy
TXN-116346,2024-03-17,S-005,ART-00038,1,1188.25,TRY,0.0,CUST-000581,Sunny
TXN-122976,2024-03-25,S-002,ART-00159,1,108.12,TRY,37.3,CUST-000163,Rainy
TXN-125243,2024-03-28,S-002,ART-00014,2,542.22,TRY,0.0,CUST-000599,Hot
TXN-121598,2024-03-24,S-002,ART-00020,2,2745.87,TRY,7.4,CUST-000798,Rainy
TXN-101434,2024-03-02,S-003,ART-00034,3,36249.0,KRS,0.0,CUST-000746,Rainy
TXN-106658,08-03-2024,S-002,ART-00024,1,524.89,TRY,0.0,CUST-000341,Hot
TXN-120398,2024-03-22,S-004,ART-00021,1,6691.93,TRY,0.0,CUST-000415,Cloudy
TXN-124290,2024-03-27,S-001,ART-00018,1,394.74,TRY,0.0,NULL,Sunny
TXN-105672,2024-03-07,S-001,ART-00025,2,3311.61,TRY,0.0,CUST-000504,Rainy
TXN-115354,2024-03-17,S-002,ART-00035,1,691.98,TRY,0.0,CUST-000639,Cloudy
TXN-116827,2024-03-18,S-003,ART-00095,1,74440.0,KRS,0.0,CUST-000061,Cold
TXN-113632,2024-03-15,S-003,ART-00037,1,30644.0,KRS,0.0,CUST-000781,Hot
TXN-125846,2024-03-29,S-002,ART-00008,3,335.5,TRY,17.7,CUST-000129,Humid
TXN-117068,2024-03-18,S-004,ART-00180,1,1857.33,TRY,0.0,CUST-000689,Sunny
TXN-113308,2024-03-15,S-002,ART-00143,2,541.91,TRY,5.6,CUST-001042,Cold
TXN-120297,2024-03-22,S-004,ART-00032,1,479.05,TRY,5.6,CUST-001285,Rainy
TXN-111991,2024-03-13,S-004,ART-00018,3,390.33,TRY,0.0,,Hot
TXN-110950,2024-03-12,S-002,ART-00015,-1,479.48,TRY,0.0,CUST-001339,Hot
TXN-118888,2024-03-20,S-005,ART-00034,1,373.44,TRY,0.0,CUST-000313,Rainy
TXN-128522,2024-03-31,S-005,ART-00170,1,3603.92,TRY,14.2,CUST-000548,Cold
TXN-112770,2024-03-14,S-003,ART-00034,2,35289.0,KRS,28.3,CUST-001351,Rainy
TXN-106482,2024-03-07,S-099,ART-00030,2,2805.29,TRY,0.0,CUST-001417,Rainy
TXN-116774,2024-03-18,S-003,ART-00197,1,55358.0,KRS,0.0,CUST-000480,Cold
TXN-106259,2024-03-07,S-004,ART-00011,1,244.09,TRY,0.0,CUST-000869,Sunny
TXN-122408,2024-03-24,S-004,ART-00038,1,1091.91,TRY,0.0,CUST-000608,Hot
TXN-109243,2024-03-10,S-003,ART-00012,1,13254.0,KRS,0.0,CUST-000237,Hot
TXN-107535,2024-03-09,S-002,ART-00035,1,650.05,TRY,0.0,CUST-000220,Sunny
TXN-108874,2024-03-10,S-002,ART-00026,3,789.96,TRY,0.0,CUST-000881,Rainy
TXN-124908,2024-03-27,S-005,ART-00015,2,472.1,TRY,0.0,CUST-000247,Humid
TXN-127904,2024-03-31,S-002,ART-00005,2,534.43,TRY,0.0,CUST-001102,Cold
TXN-122456,2024-03-24,S-004,ART-00031,1,914.87,TRY,0.0,CUST-000786,Cloudy
TXN-119105,2024-03-21,S-002,ART-00023,3,347.41,TRY,6.3,CUST-001458,Sunny
TXN-121837,2024-03-24,S-002,ART-00025,3,3184.41,TRY,0.0,CUST-001436,Hot
TXN-103243,2024-03-04,S-002,ART-00035,1,653.56,TRY,0.0,CUST-000387,Cloudy
TXN-107683,2024-03-09,S-002,ART-00014,1,534.61,TRY,0.0,CUST-000415,Hot
TXN-106707,2024-03-08,S-002,ART-00030,1,2904.36,TRY,0.0,CUST-000730,Hot
TXN-121889,2024-03-24,S-002,ART-00165,2,92.33,TRY,0.0,NULL,Hot
TXN-118322,2024-03-20,S-002,ART-00023,1,374.23,TRY,9.7,CUST-000627,Cold
TXN-116684,2024-03-18,S-002,ART-00081,1,790.74,TRY,0.0,CUST-000030,Sunny
TXN-112837,2024-03-14,S-003,ART-00036,1,6789.0,KRS,0.0,CUST-001115,Humid
TXN-104071,2024-03-05,S-001,ART-00039,5,724.13,TRY,0.0,CUST-001035,Cloudy
TXN-105983,2024-03-07,S-002,ART-00026,1,798.65,TRY,0.0,CUST-000807,Cold
TXN-107440,2024-03-09,S-001,ART-00037,1,321.55,TRY,27.0,CUST-000627,Hot
TXN-107756,2024-03-09,S-002,ART-00015,2,493.07,TRY,9.5,,Cloudy
TXN-117193,2024-03-18,S-005,ART-00016,1,306.96,TRY,0.0,CUST-000117,Cold
TXN-121877,2024-03-24,S-002,ART-00007,1,695.78,TRY,21.2,NULL,Cold
TXN-108649,2024-03-10,S-001,ART-00035,1,665.75,TRY,0.0,CUST-000007,Hot
TXN-126443,2024-03-29,S-004,ART-00032,2,455.87,TRY,0.0,CUST-001273,Sunny
TXN-123352,2024-03-25,S-004,ART-00022,1,504.85,TRY,0.0,CUST-000552,Cold
TXN-125409,2024-03-28,S-004,ART-00089,3,3273.46,TRY,0.0,CUST-000001,Rainy
TXN-114432,2024-03-16,S-002,ART-00001,3,4652.99,TRY,0.0,,Sunny
TXN-107229,2024-03-08,S-005,ART-00028,2,98.87,TRY,12.7,CUST-000631,Humid
TXN-112321,2024-03-14,S-001,ART-00001,1,4487.46,TRY,0.0,NA,Cloudy
TXN-123316,25-03-2024,S-004,ART-00017,1,364.82,TRY,0.0,CUST-000386,Sunny
TXN-113540,2024-03-15,S-002,ART-00012,1,138.67,TRY,12.7,CUST-001140,Humid
TXN-102584,2024-03-03,S-004,ART-00040,2,5110.45,TRY,0.0,CUST-000471,Cloudy
TXN-125314,2024-03-28,S-003,ART-00036,1,6892.0,KRS,0.0,CUST-000788,Rainy
