date,store_id,article_id,opening_stock,received_qty,sold_qty,closing_stock
2024-03-04,S-002,ART-00005,83,0,39,44
2024-03-04,S-002,ART-00088,96,0,45,51
2024-03-04,S-002,ART-00040,146,74,30,190
2024-03-04,S-002,ART-00019,157,44,37,164
2024-03-04,S-002,ART-00045,181,0,36,145
2024-03-04,S-002,ART-00050,40,0,37,3
2024-03-04,S-002,ART-00070,71,98,17,152
2024-03-04,S-002,ART-00006,84,0,23,61
2024-03-04,S-002,ART-00004,160,0,18,142
2024-03-04,S-002,ART-00026,103,0,11,92
2024-03-04,S-002,ART-00042,13,54,16,51
2024-03-04,S-002,ART-00059,60,49,23,86
2024-03-04,S-002,ART-00009,28,0,8,20
2024-03-04,S-002,ART-00062,23,97,47,73
2024-03-04,S-002,ART-00072,130,0,22,108
2024-03-04,S-002,ART-00002,82,32,20,94
2024-03-04,S-002,ART-00027,110,0,27,83
2024-03-04,S-002,ART-00008,92,73,7,158
2024-03-04,S-003,ART-00037,88,0,44,44
2024-03-04,S-003,ART-00041,199,36,19,216
2024-03-04,S-003,ART-00040,105,50,9,146
2024-03-04,S-003,ART-00053,24,0,15,9
2024-03-04,S-003,ART-00077,123,74,7,190
2024-03-04,S-003,ART-00054,85,0,44,41
2024-03-04,S-003,ART-00069,97,36,49,84
2024-03-04,S-003,ART-00025,12,54,3,63
2024-03-04,S-003,ART-00007,163,0,2,161
2024-03-04,S-003,ART-00008,103,0,27,76
2024-03-04,S-003,ART-00017,122,0,25,97
2024-03-04,S-003,ART-00072,81,0,29,52
2024-03-04,S-003,ART-00043,78,0,4,74
2024-03-04,S-003,ART-00096,41,0,15,26
2024-03-04,S-003,ART-00046,21,0,21,0
2024-03-04,S-003,ART-00086,180,0,16,164
2024-03-04,S-003,ART-00089,181,0,38,143
2024-03-04,S-003,ART-00076,115,0,0,115
2024-03-04,S-003,ART-00094,93,64,19,138
2024-03-04,S-003,ART-00038,66,0,34,32
2024-03-04,S-003,ART-00074,182,0,25,157
2024-03-04,S-003,ART-00055,85,26,15,96
2024-03-04,S-003,ART-00001,88,0,34,54
2024-03-04,S-003,ART-00022,82,0,38,44
2024-03-04,S-003,ART-00004,132,0,2,130
2024-03-04,S-003,ART-00012,20,84,7,97
2024-03-04,S-003,ART-00034,88,0,13,75
2024-03-04,S-003,ART-00032,39,0,39,0
2024-03-04,S-003,ART-00014,162,63,15,210
2024-03-04,S-003,ART-00015,108,0,11,97
2024-03-04,S-003,ART-00056,51,60,0,111
2024-03-04,S-003,ART-00088,116,0,36,80
2024-03-04,S-003,ART-00019,22,0,10,12
2024-03-04,S-003,ART-00061,139,0,42,97
2024-03-04,S-003,ART-00098,127,0,49,78
2024-03-04,S-003,ART-00031,77,78,14,141
2024-03-04,S-003,ART-00035,199,59,30,228
2024-03-04,S-003,ART-00075,128,0,9,119
2024-03-04,S-003,ART-00050,55,0,6,49
2024-03-04,S-003,ART-00079,160,63,27,196
2024-03-04,S-003,ART-00021,17,0,11,6
2024-03-04,S-003,ART-00049,184,0,25,159
2024-03-04,S-003,ART-00100,152,78,43,187
2024-03-04,S-003,ART-00048,163,0,18,145
2024-03-04,S-003,ART-00002,198,0,37,161
2024-03-04,S-003,ART-00030,88,0,15,73
2024-03-04,S-003,ART-00009,49,0,4,45
2024-03-04,S-003,ART-00003,11,100,6,105
2024-03-04,S-003,ART-00087,84,0,1,83
2024-03-04,S-003,ART-00063,44,79,49,74
2024-03-04,S-003,ART-00093,61,0,18,43
2024-03-04,S-003,ART-00051,154,0,32,122
2024-03-04,S-003,ART-00059,61,97,11,147
2024-03-04,S-003,ART-00097,171,91,34,228
2024-03-04,S-003,ART-00011,180,0,13,167
2024-03-04,S-003,ART-00026,111,0,46,65
2024-03-04,S-003,ART-00027,83,0,13,70
2024-03-04,S-003,ART-00062,133,0,8,125
2024-03-04,S-004,ART-00058,197,0,12,185
2024-03-04,S-004,ART-00020,173,0,35,138
2024-03-04,S-004,ART-00067,84,0,18,66
2024-03-04,S-004,ART-00083,162,0,15,151
2024-03-04,S-004,ART-00081,47,40,47,40
2024-03-04,S-004,ART-00010,182,0,1,181
2024-03-04,S-004,ART-00059,72,93,49,116
2024-03-04,S-004,ART-00085,65,78,20,123
2024-03-04,S-004,ART-00043,101,0,36,65
2024-03-04,S-004,ART-00088,187,77,41,223
2024-03-04,S-004,ART-00087,25,97,44,78
2024-03-04,S-004,ART-00082,131,23,25,129
2024-03-04,S-004,ART-00014,181,0,50,131
2024-03-04,S-004,ART-00073,161,0,49,102
2024-03-04,S-004,ART-00075,140,0,6,134
2024-03-04,S-004,ART-00044,140,0,44,96
2024-03-04,S-004,ART-00019,65,0,50,15
2024-03-04,S-004,ART-00071,123,0,41,82
2024-03-04,S-004,ART-00013,27,0,17,10
2024-03-04,S-004,ART-00050,136,81,21,196
2024-03-04,S-004,ART-00068,126,0,27,99
2024-03-04,S-004,ART-00078,37,98,23,112
2024-03-04,S-004,ART-00042,98,0,15,83
2024-03-04,S-004,ART-00024,120,0,21,99
2024-03-04,S-004,ART-00048,157,25,47,135
2024-03-04,S-004,ART-00089,161,0,12,149
2024-03-04,S-004,ART-00006,181,0,12,169
2024-03-04,S-004,ART-00038,161,0,14,147
2024-03-04,S-004,ART-00015,82,0,15,67
2024-03-04,S-004,ART-00066,123,0,25,98
2024-03-04,S-004,ART-00098,83,89,2,170
2024-03-04,S-004,ART-00036,151,100,41,210
2024-03-04,S-004,ART-00029,125,0,7,118
2024-03-04,S-004,ART-00032,152,0,23,129
2024-03-04,S-004,ART-00017,67,0,13,54
2024-03-04,S-004,ART-00026,55,78,39,94
2024-03-04,S-004,ART-00070,181,0,27,154
2024-03-04,S-004,ART-00072,128,58,21,165
2024-03-04,S-004,ART-00074,119,85,33,171
2024-03-04,S-004,ART-00080,82,0,2,80
2024-03-04,S-004,ART-00051,69,0,35,34
2024-03-04,S-004,ART-00060,173,0,6,167
2024-03-04,S-004,ART-00086,31,0,5,26
2024-03-04,S-004,ART-00034,105,0,8,97
2024-03-04,S-004,ART-00007,100,0,14,86
2024-03-04,S-004,ART-00092,186,0,49,137
2024-03-04,S-004,ART-00090,52,80,41,91
2024-03-04,S-004,ART-00047,19,0,17,2
2024-03-04,S-004,ART-00027,180,0,3,177
2024-03-04,S-004,ART-00028,87,85,31,141
2024-03-04,S-004,ART-00025,46,78,33,91
2024-03-04,S-004,ART-00095,153,35,47,141
2024-03-04,S-005,ART-00093,176,0,24,152
2024-03-04,S-005,ART-00088,173,99,41,231
2024-03-04,S-005,ART-00042,156,0,9,147
2024-03-04,S-005,ART-00009,39,0,11,28
2024-03-04,S-005,ART-00035,155,0,18,137
2024-03-04,S-005,ART-00036,130,0,10,120
2024-03-04,S-005,ART-00069,75,0,15,60
2024-03-04,S-005,ART-00051,199,50,31,218
2024-03-04,S-005,ART-00058,110,0,18,92
2024-03-04,S-005,ART-00083,195,0,21,168
2024-03-04,S-005,ART-00070,42,0,1,41
2024-03-04,S-005,ART-00077,76,0,42,34
2024-03-04,S-005,ART-00072,86,0,30,56
2024-03-04,S-005,ART-00066,115,0,0,115
2024-03-04,S-005,ART-00060,181,0,36,145
2024-03-04,S-005,ART-00037,32,27,12,47
2024-03-04,S-005,ART-00023,18,57,40,35
2024-03-04,S-005,ART-00029,126,0,39,87
2024-03-04,S-005,ART-00079,21,0,9,12
2024-03-04,S-005,ART-00076,166,98,22,242
2024-03-04,S-005,ART-00022,116,32,39,109
2024-03-04,S-005,ART-00099,12,0,0,12
2024-03-04,S-005,ART-00098,79,0,20,49
2024-03-04,S-005,ART-00026,31,0,19,12
2024-03-04,S-005,ART-00019,82,97,28,151
2024-03-04,S-005,ART-00071,118,88,33,173
2024-03-04,S-005,ART-00016,113,65,49,129
2024-03-04,S-005,ART-00085,53,0,17,36
2024-03-04,S-005,ART-00065,193,99,41,251
2024-03-04,S-005,ART-00056,176,0,19,157
2024-03-04,S-005,ART-00095,76,0,36,40
2024-03-04,S-005,ART-00041,77,0,23,54
2024-03-04,S-005,ART-00007,15,0,2,13
2024-03-04,S-005,ART-00005,28,0,6,22
2024-03-04,S-005,ART-00059,50,0,20,30
2024-03-04,S-005,ART-00053,191,0,21,170
2024-03-04,S-005,ART-00067,81,94,3,172
2024-03-04,S-005,ART-00011,46,25,28,43
2024-03-04,S-005,ART-00001,192,38,21,209
2024-03-04,S-005,ART-00015,131,0,20,111
2024-03-04,S-005,ART-00034,157,0,43,114
2024-03-04,S-005,ART-00082,200,91,13,278
2024-03-04,S-005,ART-00013,185,68,25,228
2024-03-04,S-005,ART-00018,76,23,48,51
2024-03-04,S-005,ART-00092,144,0,42,102
2024-03-04,S-005,ART-00045,162,97,2,257
2024-03-04,S-005,ART-00084,166,71,34,203
2024-03-04,S-005,ART-00064,140,0,37,103
2024-03-04,S-005,ART-00074,47,46,16,77
2024-03-04,S-005,ART-00080,67,0,33,34
2024-03-04,S-005,ART-00073,70,0,48,22
2024-03-04,S-005,ART-00038,175,0,29,146
2024-03-04,S-005,ART-00050,177,71,10,238
2024-03-04,S-005,ART-00039,125,0,35,90
2024-03-04,S-005,ART-00075,151,82,48,185
2024-03-04,S-005,ART-00021,81,83,44,120
2024-03-04,S-005,ART-00047,194,47,39,202
2024-03-04,S-005,ART-00017,35,49,14,70
2024-03-04,S-005,ART-00032,18,0,11,7
2024-03-04,S-005,ART-00025,161,0,14,147
2024-03-04,S-005,ART-00043,77,62,18,121
2024-03-04,S-005,ART-00044,123,0,45,78
2024-03-04,S-005,ART-00008,169,0,43,126
2024-03-04,S-005,ART-00010,157,0,40,117
2024-03-04,S-005,ART-00086,126,0,26,100
2024-03-04,S-005,ART-00006,157,68,19,206
2024-03-04,S-005,ART-00040,63,53,44,72
2024-03-04,S-005,ART-00100,74,47,35,86
2024-03-11,S-001,ART-00032,144,92,40,196
2024-03-11,S-001,ART-00006,91,41,41,91
2024-03-11,S-001,ART-00068,58,0,48,10
2024-03-11,S-001,ART-00072,168,95,34,229
2024-03-11,S-001,ART-00002,199,85,10,274
2024-03-11,S-001,ART-00093,109,0,34,75
2024-03-11,S-001,ART-00051,155,40,40,155
2024-03-11,S-001,ART-00027,83,0,21,62
2024-03-11,S-001,ART-00021,183,71,0,254
2024-03-11,S-001,ART-00067,157,72,22,207
2024-03-11,S-001,ART-00035,80,54,36,98
2024-03-11,S-001,ART-00001,62,93,24,131
2024-03-11,S-001,ART-00070,180,0,14,166
2024-03-11,S-001,ART-00040,115,28,22,121
2024-03-11,S-001,ART-00069,161,90,43,208
2024-03-11,S-001,ART-00100,198,0,48,150
2024-03-11,S-001,ART-00007,82,26,28,80
2024-03-11,S-001,ART-00041,83,69,1,151
2024-03-11,S-001,ART-00033,64,0,25,39
2024-03-11,S-001,ART-00016,131,20,23,128
2024-03-11,S-001,ART-00025,164,88,23,229
2024-03-11,S-001,ART-00098,151,0,29,122
2024-03-11,S-001,ART-00036,81,21,9,93
2024-03-11,S-001,ART-00049,46,43,20,69
2024-03-11,S-001,ART-00017,49,39,12,76
2024-03-11,S-001,ART-00010,157,0,14,143
2024-03-11,S-001,ART-00091,114,29,25,118
2024-03-11,S-001,ART-00078,32,0,19,13
2024-03-11,S-001,ART-00047,15,0,14,1
2024-03-11,S-001,ART-00038,77,0,34,43
2024-03-11,S-001,ART-00071,182,0,37,145
2024-03-11,S-001,ART-00090,96,0,38,58
2024-03-11,S-001,ART-00034,147,0,42,105
2024-03-11,S-001,ART-00096,183,0,33,150
2024-03-11,S-001,ART-00012,117,57,21,153
2024-03-11,S-001,ART-00014,122,30,14,138
2024-03-11,S-001,ART-00039,66,0,4,62
2024-03-11,S-001,ART-00022,46,0,16,30
2024-03-11,S-001,ART-00023,142,60,29,173
2024-03-11,S-001,ART-00095,33,0,7,26
2024-03-11,S-001,ART-00065,132,0,23,104
2024-03-11,S-001,ART-00044,94,0,37,57
2024-03-11,S-001,ART-00079,44,78,35,87
2024-03-11,S-001,ART-00005,62,0,12,50
2024-03-11,S-001,ART-00053,139,0,24,115
2024-03-11,S-001,ART-00058,169,0,40,129
2024-03-11,S-001,ART-00097,181,0,41,140
2024-03-11,S-001,ART-00018,159,91,14,236
2024-03-11,S-001,ART-00075,175,0,28,147
2024-03-11,S-001,ART-00061,160,0,8,152
2024-03-11,S-001,ART-00092,18,0,13,5
2024-03-11,S-001,ART-00030,159,34,0,193
2024-03-11,S-001,ART-00008,194,0,19,175
2024-03-11,S-001,ART-00082,144,36,47,133
2024-03-11,S-001,ART-00083,26,0,10,16
2024-03-11,S-001,ART-00015,27,0,11,16
2024-03-11,S-001,ART-00087,166,69,40,195
2024-03-11,S-001,ART-00031,172,0,34,138
2024-03-11,S-001,ART-00086,109,0,49,60
2024-03-11,S-001,ART-00042,179,0,39,140
2024-03-11,S-001,ART-00073,74,0,3,71
2024-03-11,S-001,ART-00057,36,0,31,5
2024-03-11,S-001,ART-00080,13,66,14,65
2024-03-11,S-001,ART-00059,25,0,9,16
2024-03-11,S-001,ART-00013,41,0,33,8
2024-03-11,S-001,ART-00009,29,68,25,72
2024-03-11,S-001,ART-00003,16,73,44,45
2024-03-11,S-001,ART-00089,69,0,33,36
2024-03-11,S-001,ART-00060,129,78,27,180
2024-03-11,S-001,ART-00088,171,42,13,200
2024-03-11,S-001,ART-00028,69,0,41,28
2024-03-11,S-001,ART-00064,169,0,9,160
2024-03-11,S-002,ART-00057,103,97,14,186
2024-03-11,S-002,ART-00064,88,0,9,79
2024-03-11,S-002,ART-00090,153,81,4,230
2024-03-11,S-002,ART-00011,47,0,28,19
2024-03-11,S-002,ART-00094,188,0,5,183
2024-03-11,S-002,ART-00053,93,0,44,49
2024-03-11,S-002,ART-00050,25,79,35,69
2024-03-11,S-002,ART-00007,47,0,36,11
2024-03-11,S-002,ART-00076,89,0,15,74
2024-03-11,S-002,ART-00040,135,0,14,121
2024-03-11,S-002,ART-00029,165,0,9,156
2024-03-11,S-002,ART-00045,177,0,16,161
2024-03-11,S-002,ART-00059,131,0,6,125
2024-03-11,S-002,ART-00038,138,71,28,176
2024-03-11,S-002,ART-00054,181,0,40,141
2024-03-11,S-002,ART-00060,111,0,22,89
2024-03-11,S-002,ART-00006,85,32,40,77
2024-03-11,S-002,ART-00023,65,0,4,61
2024-03-11,S-002,ART-00100,64,0,5,59
2024-03-11,S-002,ART-00049,17,0,1,16
2024-03-11,S-002,ART-00021,138,0,0,138
2024-03-11,S-002,ART-00001,112,71,16,167
2024-03-11,S-002,ART-00097,62,21,26,57
2024-03-11,S-002,ART-00089,35,85,44,76
2024-03-11,S-002,ART-00091,163,73,9,227
2024-03-11,S-002,ART-00046,32,52,12,72
2024-03-11,S-002,ART-00066,72,61,1,132
2024-03-11,S-002,ART-00014,15,0,8,7
2024-03-11,S-002,ART-00039,62,0,27,35
2024-03-11,S-002,ART-00056,23,98,29,92
2024-03-11,S-002,ART-00043,29,72,3,98
2024-03-11,S-002,ART-00098,31,42,34,39
2024-03-11,S-002,ART-00009,130,0,17,113
2024-03-11,S-002,ART-00003,140,47,3,184
2024-03-11,S-002,ART-00048,34,0,9,27
2024-03-11,S-002,ART-00047,144,54,31,167
2024-03-11,S-002,ART-00075,25,0,16,9
2024-03-11,S-002,ART-00004,191,43,34,200
2024-03-11,S-002,ART-00079,200,0,29,171
2024-03-11,S-002,ART-00028,36,0,17,19
2024-03-11,S-002,ART-00099,36,0,3,33
2024-03-11,S-002,ART-00036,85,49,49,85
2024-03-11,S-002,ART-00042,31,37,48,20
2024-03-11,S-002,ART-00084,189,0,23,166
2024-03-11,S-002,ART-00033,171,55,46,180
2024-03-11,S-002,ART-00068,31,68,8,91
2024-03-11,S-002,ART-00015,85,49,45,89
2024-03-11,S-002,ART-00088,76,51,14,113
2024-03-11,S-002,ART-00081,81,0,38,43
2024-03-11,S-002,ART-00071,51,41,21,77
2024-03-11,S-002,ART-00010,111,0,45,66
2024-03-11,S-002,ART-00025,136,0,33,103
2024-03-11,S-002,ART-00074,84,23,48,59
2024-03-11,S-002,ART-00034,144,0,25,119
2024-03-11,S-002,ART-00077,51,0,8,43
2024-03-11,S-002,ART-00095,144,0,27,117
2024-03-11,S-002,ART-00002,152,0,50,102
2024-03-11,S-002,ART-00052,63,81,42,102
2024-03-11,S-002,ART-00058,54,55,44,65
2024-03-11,S-002,ART-00035,86,82,48,120
2024-03-11,S-002,ART-00037,92,0,45,47
2024-03-11,S-002,ART-00093,91,0,11,80
2024-03-11,S-002,ART-00067,138,0,2,136
2024-03-11,S-002,ART-00072,181,0,22,159
2024-03-11,S-002,ART-00022,98,28,4,122
2024-03-11,S-002,ART-00012,59,0,14,45
2024-03-11,S-002,ART-00096,184,0,48,136
2024-03-11,S-002,ART-00030,185,0,28,157
2024-03-11,S-002,ART-00082,192,0,21,171
2024-03-11,S-002,ART-00013,64,0,18,46
2024-03-11,S-002,ART-00070,176,0,10,166
2024-03-11,S-002,ART-00092,179,73,21,231
2024-03-11,S-003,ART-00095,37,63,2,98
2024-03-11,S-003,ART-00048,88,0,25,63
2024-03-11,S-003,ART-00013,165,69,40,194
2024-03-11,S-003,ART-00049,28,0,20,8
2024-03-11,S-003,ART-00062,200,0,3,197
2024-03-11,S-003,ART-00051,41,68,10,99
2024-03-11,S-003,ART-00071,198,0,46,152
2024-03-11,S-003,ART-00060,134,0,24,110
2024-03-11,S-003,ART-00037,125,97,33,189
2024-03-11,S-003,ART-00077,132,0,2,130
2024-03-11,S-003,ART-00068,76,89,19,146
2024-03-11,S-003,ART-00006,120,55,9,166
2024-03-11,S-003,ART-00074,68,41,25,84
2024-03-11,S-003,ART-00083,24,0,21,3
2024-03-11,S-003,ART-00076,46,0,14,32
2024-03-11,S-003,ART-00028,56,0,24,32
2024-03-11,S-003,ART-00092,171,0,26,145
2024-03-11,S-003,ART-00079,152,35,8,179
2024-03-11,S-003,ART-00098,90,0,38,52
2024-03-11,S-003,ART-00055,73,0,36,37
2024-03-11,S-003,ART-00005,130,0,6,124
2024-03-11,S-003,ART-00063,200,48,19,229
2024-03-11,S-003,ART-00088,77,89,4,162
2024-03-11,S-003,ART-00067,174,58,28,204
2024-03-11,S-003,ART-00097,25,0,22,3
2024-03-11,S-003,ART-00054,37,57,38,56
2024-03-11,S-003,ART-00090,93,0,28,65
2024-03-11,S-003,ART-00017,111,0,17,94
2024-03-11,S-003,ART-00045,35,0,34,1
2024-03-11,S-003,ART-00014,198,66,28,236
2024-03-11,S-003,ART-00053,108,22,42,88
2024-03-11,S-003,ART-00016,196,0,50,146
2024-03-11,S-003,ART-00057,35,0,7,28
2024-03-11,S-003,ART-00036,87,0,9,78
2024-03-11,S-003,ART-00050,44,0,18,26
2024-03-11,S-003,ART-00089,82,49,33,98
2024-03-11,S-003,ART-00008,120,0,3,117
2024-03-11,S-003,ART-00093,97,0,33,64
2024-03-11,S-003,ART-00032,19,0,3,16
2024-03-11,S-003,ART-00085,13,57,39,31
2024-03-11,S-003,ART-00018,26,0,11,15
2024-03-11,S-003,ART-00043,126,72,35,163
2024-03-11,S-003,ART-00052,124,84,49,159
2024-03-11,S-003,ART-00001,100,65,17,148
2024-03-11,S-003,ART-00069,101,43,9,135
2024-03-11,S-003,ART-00035,195,0,48,147
2024-03-11,S-003,ART-00086,35,45,39,41
2024-03-11,S-003,ART-00012,134,0,37,97
2024-03-11,S-003,ART-00091,69,0,15,54
2024-03-11,S-003,ART-00009,88,87,50,125
2024-03-11,S-003,ART-00030,165,0,16,149
2024-03-11,S-003,ART-00078,132,41,44,129
2024-03-11,S-003,ART-00094,143,0,38,105
2024-03-11,S-003,ART-00042,16,0,9,7
2024-03-11,S-003,ART-00038,121,100,19,202
2024-03-11,S-003,ART-00019,82,92,41,133
2024-03-11,S-003,ART-00002,120,0,39,81
2024-03-11,S-003,ART-00033,17,96,47,66
2024-03-11,S-003,ART-00099,143,0,35,108
2024-03-11,S-003,ART-00058,165,0,48,108
2024-03-11,S-003,ART-00044,164,0,48,116
2024-03-11,S-003,ART-00025,139,0,22,117
2024-03-11,S-003,ART-00039,73,0,7,66
2024-03-11,S-003,ART-00082,30,0,30,7
2024-03-11,S-003,ART-00020,99,0,50,49
2024-03-11,S-003,ART-00003,106,22,2,126
2024-03-11,S-003,ART-00059,55,0,48,7
2024-03-11,S-003,ART-00026,125,47,26,146
2024-03-11,S-003,ART-00015,115,57,42,130
2024-03-11,S-003,ART-00046,74,52,43,83
2024-03-11,S-003,ART-00047,155,0,9,146
2024-03-11,S-003,ART-00073,59,25,20,64
2024-03-11,S-003,ART-00070,115,0,23,92
2024-03-11,S-003,ART-00065,162,0,45,117
2024-03-11,S-004,ART-00073,188,0,36,152
2024-03-11,S-004,ART-00064,161,0,43,118
2024-03-11,S-004,ART-00079,105,0,1,104
2024-03-11,S-004,ART-00040,120,99,44,175
2024-03-11,S-004,ART-00056,176,0,24,152
2024-03-11,S-004,ART-00001,197,21,11,207
2024-03-11,S-004,ART-00044,98,0,4,94
2024-03-11,S-004,ART-00004,144,0,12,132
2024-03-11,S-004,ART-00008,73,0,37,36
2024-03-11,S-004,ART-00011,196,0,11,185
2024-03-11,S-004,ART-00016,149,89,26,212
2024-03-11,S-004,ART-00076,194,0,13,181
2024-03-11,S-004,ART-00078,159,94,46,207
2024-03-11,S-004,ART-00070,176,90,43,223
2024-03-11,S-004,ART-00013,123,0,36,87
2024-03-11,S-004,ART-00090,41,0,21,20
2024-03-11,S-004,ART-00046,117,0,1,116
2024-03-11,S-004,ART-00087,195,0,12,183
2024-03-11,S-004,ART-00092,187,0,40,147
2024-03-11,S-004,ART-00097,184,44,47,181
2024-03-11,S-004,ART-00043,175,93,31,237
2024-03-11,S-004,ART-00012,63,0,30,33
2024-03-11,S-004,ART-00034,151,0,9,142
2024-03-11,S-004,ART-00031,34,0,21,13
2024-03-11,S-004,ART-00099,106,0,23,83
2024-03-11,S-004,ART-00082,94,0,30,64
