transaction_id,date,store_id,article_id,quantity,selling_price,currency,discount_pct,customer_id,weather_condition,reason,rule_id
TXN-113555,2024-03-15,S-003,ART-00076,1,78630.0,KRS,0.0,CUST-000531,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-105536,2024-03-06,S-005,ART-00034,1,361.54,TRY,0.0,CUST-001300,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-110598,2024-03-11,S-005,ART-00025,2,3321.66,TRY,0.0,CUST-000304,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-111100,2024-03-12,S-003,ART-00016,1,31661.0,KRS,0.0,CUST-000252,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-114757,2024-03-16,S-004,ART-00025,1,3253.84,TRY,13.6,CUST-000518,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-103109,2024-03-04,S-001,ART-00125,1,440.98,TRY,0.0,,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-114150,2024-03-16,S-001,ART-00020,2,2671.12,TRY,0.0,CUST-000079,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-105599,2024-03-06,S-005,ART-00033,3,374.45,TRY,0.0,CUST-000936,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-114990,2024-03-16,S-005,ART-00191,1,238.56,TRY,0.0,CUST-000821,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-110587,2024-03-11,S-005,ART-00005,3,521.96,TRY,0.0,CUST-000882,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-103519,2024-03-04,S-003,ART-00031,2,88451.0,KRS,8.0,CUST-000076,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-121589,2024-03-24,S-002,ART-00019,3,426.12,TRY,0.0,CUST-000431,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-110944,2024-03-12,S-002,ART-00014,1,528.58,TRY,0.0,CUST-000341,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-102584,2024-03-03,S-004,ART-00040,2,5110.45,TRY,0.0,CUST-000471,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-107175,2024-03-08,S-004,ART-00049,4,778.51,TRY,0.0,CUST-001437,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-107713,2024-03-09,S-002,ART-00014,2,559.21,TRY,0.0,CUST-001458,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-105426,2024-03-06,S-004,ART-00003,1,328.31,TRY,33.7,CUST-000818,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-116098,2024-03-17,S-004,ART-00003,1,325.38,TRY,0.0,CUST-001361,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-111819,13-03-2024,S-003,ART-00034,2,38031.0,KRS,11.0,CUST-001402,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-121732,2024-03-24,S-002,ART-00047,1,25.46,TRY,38.5,CUST-000562,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-103427,04-03-2024,S-002,ART-00025,5,3275.08,TRY,0.0,CUST-000193,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-115799,2024-03-17,S-003,ART-00011,3,23674.0,KRS,0.0,CUST-000363,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-113215,2024-03-15,S-001,ART-00012,3,143.16,TRY,0.0,CUST-000334,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-125894,2024-03-29,S-002,ART-00137,4,4325.56,TRY,0.0,CUST-001486,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-115349,2024-03-17,S-001,ART-00152,2,3800.16,TRY,0.0,CUST-001224,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-113388,2024-03-15,S-002,ART-00006,1,324.67,TRY,0.0,CUST-000749,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-112670,2024-03-14,S-002,ART-00036,1,66.76,TRY,11.9,CUST-000327,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-118276,2024-03-20,S-002,ART-00176,3,521.53,TRY,6.2,CUST-000606,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-117745,2024-03-19,S-003,ART-00001,3,489131.0,KRS,0.0,CUST-000519,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-111730,2024-03-13,S-002,ART-00012,4,131.89,TRY,0.0,CUST-001373,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-120051,2024-03-22,S-003,ART-00017,1,37699.0,KRS,0.0,CUST-001140,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-114406,16-03-2024,S-002,ART-00009,1,242.71,TRY,0.0,CUST-000766,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-123159,2024-03-25,S-003,ART-00181,1,53203.0,KRS,0.0,CUST-000463,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-122975,2024-03-25,S-002,ART-00004,2,644.26,TRY,0.0,CUST-000497,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-103247,04-03-2024,S-002,ART-00033,1,356.81,TRY,0.0,CUST-001488,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-112236,2024-03-13,S-005,ART-00005,1,524.74,TRY,0.0,CUST-000255,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-124211,2024-03-26,S-005,ART-00024,1,555.27,TRY,10.5,CUST-001041,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-115345,17-03-2024,S-001,ART-00015,1,485.9,TRY,0.0,CUST-000114,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-100844,2024-03-02,S-001,ART-00037,1,298.63,TRY,0.0,CUST-000946,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-115843,2024-03-17,S-003,ART-00001,5,457970.0,KRS,10.7,CUST-000866,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-122327,2024-03-24,S-004,ART-00035,2,706.87,TRY,0.0,CUST-000590,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-109251,2024-03-10,S-003,ART-00027,1,124615.0,KRS,0.0,CUST-000980,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-114676,2024-03-16,S-004,ART-00032,1,489.17,TRY,0.0,CUST-000649,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-106479,2024-03-07,S-005,ART-00129,1,414.88,TRY,0.0,CUST-000385,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-114808,2024-03-16,S-004,ART-00022,1,522.31,TRY,0.0,CUST-000343,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-114060,2024-03-16,S-001,ART-00189,1,540.19,TRY,7.1,CUST-000797,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-125205,2024-03-28,S-002,ART-00016,1,325.21,TRY,0.0,CUST-001281,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-128607,2024-03-31,S-005,ART-00030,3,2980.86,TRY,0.0,CUST-001098,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-112037,2024-03-13,S-004,ART-00036,1,69.04,TRY,0.0,CUST-001490,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-109754,2024-03-11,S-001,ART-00008,1,343.14,TRY,15.9,CUST-001395,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-107307,2024-03-08,S-005,ART-00004,1,645.16,TRY,12.6,CUST-001306,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-112134,2024-03-13,S-004,ART-00037,3,313.67,TRY,0.0,CUST-000381,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-120934,2024-03-23,S-002,ART-00043,3,3187.97,TRY,14.2,CUST-000665,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-107013,2024-03-08,S-003,ART-00026,2,80767.0,KRS,0.0,CUST-001008,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-117197,2024-03-19,S-001,ART-00039,3,748.4,TRY,0.0,CUST-000312,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-102130,2024-03-03,S-002,ART-00027,3,1266.6,TRY,0.0,CUST-001309,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-112260,2024-03-13,S-005,ART-00150,1,131.55,TRY,21.8,CUST-000343,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-117593,2024-03-19,S-003,ART-00028,4,10185.0,KRS,35.9,CUST-000730,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-128325,2024-03-31,S-004,ART-00031,1,931.39,TRY,38.2,CUST-000940,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-115932,17-03-2024,S-004,ART-00026,4,807.08,TRY,19.4,CUST-000963,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-103028,2024-03-03,S-005,ART-00014,1,556.11,TRY,10.3,CUST-000978,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-122328,24-03-2024,S-004,ART-00097,2,1489.39,TRY,0.0,CUST-000947,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-119408,2024-03-21,S-004,ART-00016,1,302.96,TRY,32.8,CUST-001075,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-114721,2024-03-16,S-004,ART-00042,4,139.43,TRY,0.0,CUST-001279,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-124591,2024-03-27,S-003,ART-00021,2,677519.0,KRS,13.7,CUST-001204,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-119388,2024-03-21,S-004,ART-00019,1,456.95,TRY,0.0,NA,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-127305,2024-03-30,S-004,ART-00008,1,322.47,TRY,0.0,CUST-000336,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-101434,2024-03-02,S-003,ART-00034,3,36249.0,KRS,0.0,CUST-000746,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-117126,2024-03-18,S-005,ART-00039,1,759.64,TRY,7.0,CUST-000160,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-121867,2024-03-24,S-002,ART-00020,1,2650.11,TRY,0.0,CUST-001270,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-115478,2024-03-17,S-002,ART-00084,3,1801.59,TRY,5.7,CUST-001183,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-102905,2024-03-03,S-005,ART-00083,1,323.07,TRY,0.0,CUST-000840,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-100352,01-03-2024,S-003,ART-00020,1,274031.0,KRS,0.0,CUST-001297,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-114688,2024-03-16,S-004,ART-00134,5,427.05,TRY,0.0,CUST-000510,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-115005,2024-03-16,S-005,ART-00191,1,233.29,TRY,9.9,CUST-000109,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-123968,2024-03-26,S-004,ART-00026,3,797.38,TRY,0.0,CUST-000429,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-125532,2024-03-28,S-004,ART-00001,4,4620.11,TRY,0.0,CUST-000331,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-121321,2024-03-23,S-004,ART-00026,2,804.37,TRY,0.0,CUST-000758,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-128619,2024-03-31,S-005,ART-00021,1,6689.11,TRY,0.0,CUST-000704,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-117069,2024-03-18,S-004,ART-00023,2,362.48,TRY,0.0,CUST-001004,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-122510,2024-03-24,S-005,ART-00039,3,727.48,TRY,0.0,CUST-001124,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-124331,2024-03-27,S-001,ART-00033,4,362.43,TRY,0.0,CUST-000537,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-104703,2024-03-05,S-005,ART-00023,1,374.6,TRY,0.0,CUST-000075,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-105007,2024-03-06,S-002,ART-00021,1,6905.71,TRY,0.0,,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-120898,2024-03-23,S-002,ART-00020,2,2732.38,TRY,17.5,CUST-001319,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-127501,2024-03-30,S-004,ART-00024,1,548.8,TRY,0.0,CUST-000811,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-121052,23-03-2024,S-003,ART-00170,1,364848.0,KRS,0.0,CUST-001164,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-127373,2024-03-30,S-004,ART-00188,4,343.19,TRY,27.9,CUST-000648,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-102241,2024-03-03,S-002,ART-00007,1,686.59,TRY,0.0,CUST-001456,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-124669,2024-03-27,S-004,ART-00008,5,347.42,TRY,0.0,CUST-000595,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-125018,2024-03-28,S-001,ART-00023,3,380.01,TRY,0.0,CUST-000769,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-114132,2024-03-16,S-001,ART-00026,1,850.62,TRY,0.0,CUST-000844,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-121074,2024-03-23,S-003,ART-00007,3,70336.0,KRS,0.0,CUST-001165,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-128629,2024-03-31,S-005,ART-00135,1,5245.03,TRY,0.0,CUST-001425,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-107603,2024-03-09,S-002,ART-00007,3,691.7,TRY,0.0,CUST-000423,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-112155,2024-03-13,S-004,ART-00024,3,560.96,TRY,0.0,CUST-000407,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-127489,2024-03-30,S-004,ART-00032,1,493.0,TRY,0.0,CUST-001136,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-125167,2024-03-28,S-002,ART-00038,2,1118.2,TRY,0.0,CUST-000634,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-113475,2024-03-15,S-002,ART-00010,1,321.3,TRY,0.0,CUST-000511,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-127688,2024-03-30,S-005,ART-00005,1,497.56,TRY,14.3,CUST-000577,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-102902,03-03-2024,S-005,ART-00034,2,386.37,TRY,0.0,CUST-000536,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-108797,2024-03-10,S-002,ART-00026,1,814.13,TRY,0.0,CUST-000026,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-102343,2024-03-03,S-002,ART-00028,1,106.5,TRY,0.0,CUST-000635,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-106707,2024-03-08,S-002,ART-00030,1,2904.36,TRY,0.0,CUST-000730,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-115190,2024-03-16,S-005,ART-00112,1,4882.83,TRY,0.0,,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-102642,2024-03-03,S-004,ART-00170,1,3632.45,TRY,0.0,CUST-000634,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-106947,2024-03-08,S-003,ART-00008,1,33467.0,KRS,0.0,CUST-000269,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-102394,2024-03-03,S-003,ART-00040,3,482972.0,KRS,10.8,CUST-000156,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-102919,2024-03-03,S-005,ART-00146,1,134.91,TRY,0.0,CUST-000811,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-105501,2024-03-06,S-004,ART-00040,1,5010.81,TRY,0.0,CUST-001227,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-121184,2024-03-23,S-004,ART-00077,4,162.44,TRY,0.0,CUST-001360,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-110446,2024-03-11,S-004,ART-00001,2,4877.18,TRY,0.0,CUST-000627,Sunny,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-105216,2024-03-06,S-002,ART-00012,1,134.5,TRY,0.0,CUST-000556,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-107828,2024-03-09,S-002,ART-00184,3,376.52,TRY,0.0,NA,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-104731,2024-03-05,S-005,ART-00036,1,64.61,TRY,26.4,CUST-001146,Cloudy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-128597,2024-03-31,S-005,ART-00027,1,1268.49,TRY,0.0,CUST-000927,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-128366,2024-03-31,S-004,ART-00118,2,204.52,TRY,35.1,CUST-001087,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-110085,2024-03-11,S-002,ART-00035,2,694.64,TRY,0.0,CUST-000371,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-125180,2024-03-28,S-002,ART-00037,1,310.1,TRY,12.7,CUST-001265,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-110954,2024-03-12,S-002,ART-00032,1,455.79,TRY,0.0,CUST-000356,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-125646,2024-03-28,S-005,ART-00034,3,371.42,TRY,7.1,N/A,Hot,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-125075,2024-03-28,S-001,ART-00174,1,4974.31,TRY,0.0,CUST-000285,Rainy,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-103069,2024-03-03,S-005,ART-00004,1,694.71,TRY,0.0,CUST-000982,Cold,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-115332,2024-03-17,S-001,ART-00016,3,308.55,TRY,0.0,CUST-000818,Humid,exact copy of an earlier row,TRANSACTIONS_EXACT_COPY
TXN-100463,2024-03-01 00:00:00,S-004,ART-00150,-1,133.37,TRY,0.0,CUST-001402,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-111969,2024-03-13 00:00:00,S-004,ART-00050,-4,58.35,TRY,7.8,CUST-001166,Cloudy,"quantity must be positive, got -4",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-111791,2024-03-13 00:00:00,S-003,ART-00001,-2,4727.47,TRY,0.0,CUST-000273,Hot,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-109571,2024-03-10 00:00:00,S-005,ART-00127,-1,666.97,TRY,0.0,,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-112629,2024-03-14 00:00:00,S-002,ART-00011,-5,242.54,TRY,0.0,,Hot,"quantity must be positive, got -5",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-110950,2024-03-12 00:00:00,S-002,ART-00015,-1,479.48,TRY,0.0,CUST-001339,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-104561,2024-03-05 00:00:00,S-004,ART-00037,-2,316.57,TRY,0.0,CUST-000707,Humid,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-127821,2024-03-31 00:00:00,S-001,ART-00004,-3,695.02,TRY,29.1,CUST-001048,Humid,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-119241,2024-03-21 00:00:00,S-002,ART-00008,-1,335.71,TRY,0.0,CUST-000631,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-128230,2024-03-31 00:00:00,S-003,ART-00011,-1,236.78,TRY,0.0,CUST-001028,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-109768,2024-03-11 00:00:00,S-001,ART-00172,-1,740.57,TRY,15.6,CUST-000274,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-101228,2024-03-02 00:00:00,S-002,ART-00028,-2,101.59,TRY,21.6,CUST-000733,Cloudy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-101247,2024-03-02 00:00:00,S-002,ART-00149,-1,269.22,TRY,0.0,CUST-001279,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-108230,2024-03-09 00:00:00,S-004,ART-00007,-2,690.34,TRY,6.7,CUST-000369,Cloudy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-115484,2024-03-17 00:00:00,S-002,ART-00017,-4,378.73,TRY,0.0,CUST-000234,Rainy,"quantity must be positive, got -4",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-121170,2024-03-23 00:00:00,S-004,ART-00025,-1,3169.39,TRY,28.7,CUST-000909,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-109619,2024-03-10 00:00:00,S-005,ART-00021,-5,6852.64,TRY,0.0,,Hot,"quantity must be positive, got -5",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-100274,2024-03-01 00:00:00,S-002,ART-00021,-5,6536.32,TRY,12.4,CUST-000908,Humid,"quantity must be positive, got -5",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-114565,2024-03-16 00:00:00,S-003,ART-00087,-1,203.88,TRY,14.4,,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-121739,2024-03-24 00:00:00,S-002,ART-00023,-1,372.28,TRY,0.0,CUST-000360,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-100645,2024-03-01 00:00:00,S-005,ART-00011,-1,256.79,TRY,27.4,CUST-001309,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-113155,2024-03-14 00:00:00,S-005,ART-00037,-1,319.89,TRY,0.0,CUST-000084,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-128389,2024-03-31 00:00:00,S-004,ART-00193,-1,2985.07,TRY,23.7,CUST-000707,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-113283,2024-03-15 00:00:00,S-001,ART-00029,-1,586.97,TRY,8.7,CUST-001056,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-115534,2024-03-17 00:00:00,S-002,ART-00030,-2,2866.22,TRY,0.0,CUST-001096,Rainy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-102908,2024-03-03 00:00:00,S-005,ART-00012,-1,138.65,TRY,0.0,CUST-001392,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-120918,2024-03-23 00:00:00,S-002,ART-00009,-3,267.18,TRY,0.0,,Cloudy,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-103639,2024-03-04 00:00:00,S-004,ART-00021,-2,6696.54,TRY,0.0,CUST-001338,Humid,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-127166,2024-03-30 00:00:00,S-003,ART-00026,-2,805.5,TRY,0.0,CUST-000330,Rainy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
